Target,Model,DockQ,CAPRI
7O28,species_interact_uniref_a3m_3,0.763,2.0
7NKZ,ori_temp_pipeline_with_alphafold_models_4,0.804,3.0
7LXT,uniclust_oxmatch_a3m_4,0.021,0.0
7EKQ,pdb_interact_uniref_sto_4,0.025,0.0
7MRW,no_templates_2,0.007,0.0
7KBR,sequence_based_template_0,0.942,3.0
7AOF,uniprot_distance_uniref_a3m_1,0.073,0.0
7MJP,custom_template_with_alphafold_models_1,0.015,0.0
7LIV,custom_template_with_alphafold_models_1,0.009,0.0
7LXT,uniclust_oxmatch_a3m_0,0.090,0.0
7O28,uniprot_distance_uniref_a3m_4,0.764,2.0
7ALB,species_interact_uniprot_sto_2,0.006,0.0
7OEL,species_interact_uniprot_sto_0,0.734,2.0
7KBR,no_templates_4,0.804,3.0
7O28,pdb_interact_uniref_sto_1,0.736,2.0
7MRW,default_2,0.588,2.0
7NKZ,uniprot_distance_uniprot_sto_0,0.935,3.0
7O27,sequence_based_template_0,0.731,2.0
7P3Z,string_interact_uniref_sto_0,0.026,0.0
7EEP,custom_template_file_1,0.007,0.0
7OOP,structure_temp_dimer_a_2,0.116,0.0
7O27,string_interact_uniprot_sto_0,0.706,2.0
7OEL,uniprot_distance_uniref_sto_1,0.723,2.0
7OEL,pdb_interact_uniref_a3m_0,0.748,2.0
7L2M,ori_template_pipeline_1,0.014,0.0
7AP8,structure_temp_dimer_2,0.019,0.0
7OI7,pdb_interact_uniprot_sto_2,0.009,0.0
7AP8,sequence_based_template_2,0.021,0.0
7KBR,sequence_based_template_3,0.929,3.0
7O28,sequence_based_template_with_alphafold_4,0.715,2.0
7OOP,pdb_interact_uniref_sto_3,0.119,0.0
7KBR,uniprot_distance_uniprot_sto_1,0.873,3.0
7KBR,sequence_based_template_with_alphafold_3,0.866,3.0
7D3Y,uniprot_distance_uniref_a3m_3,0.009,0.0
7EKQ,pdb_interact_uniprot_sto_2,0.043,0.0
7O28,sequence_based_template_with_alphafold_0,0.712,2.0
7OOP,ori_temp_pipeline_with_alphafold_models_4,0.113,0.0
7OI7,species_interact_uniref_a3m_3,0.011,0.0
7AOH,structure_temp_dimer_a_0,0.747,2.0
7D3Y,uniprot_distance_uniprot_sto_2,0.025,0.0
7OZN,uniprot_distance_uniref_a3m_4,0.011,0.0
7L2M,structure_temp_dimer_2,0.014,0.0
7D3Y,species_interact_uniref_a3m_3,0.017,0.0
7KBR,default_4,0.886,3.0
7OOP,uniprot_distance_uniprot_sto_2,0.166,0.0
7KBR,string_interact_uniref_sto_0,0.936,3.0
7NKZ,structure_temp_dimer_4,0.925,3.0
7OEL,pdb_interact_uniref_sto_4,0.731,2.0
7NKZ,pdb_interact_uniref_a3m_1,0.762,2.0
7OI7,species_interact_uniref_sto_3,0.003,0.0
7MRW,species_interact_uniref_sto_1,0.595,2.0
7MJP,pdb_interact_uniref_a3m_4,0.015,0.0
7OEL,default_4,0.732,2.0
7D3Y,custom_template_with_alphafold_models_3,0.326,1.0
7EKQ,pdb_interact_uniref_sto_2,0.032,0.0
7EKQ,default_3,0.034,0.0
7OZN,no_templates_0,0.011,0.0
7LXT,sequence_based_template_0,0.577,2.0
7OZN,custom_template_with_alphafold_models_2,0.010,0.0
7ALB,structure_temp_dimer_a_3,0.007,0.0
7O27,string_interact_uniref_a3m_4,0.737,2.0
7L2M,custom_template_file_0,0.207,0.0
7LIV,uniprot_distance_uniref_sto_0,0.005,0.0
7EEP,default_0,0.014,0.0
7OEL,string_interact_uniref_sto_4,0.734,2.0
7LXT,structure_temp_dimer_3,0.607,2.0
7NKZ,species_interact_uniref_sto_0,0.920,3.0
7AOH,sequence_based_template_4,0.878,3.0
7EKQ,custom_template_with_alphafold_models_2,0.150,0.0
7JZY,custom_template_file_2,0.027,0.0
7MJP,uniprot_distance_uniref_sto_4,0.019,0.0
7ALB,species_interact_uniref_a3m_1,0.006,0.0
7OI7,sequence_based_template_with_alphafold_4,0.012,0.0
7OOP,ori_template_pipeline_3,0.110,0.0
7P3Z,species_interact_uniprot_sto_2,0.030,0.0
7MRW,species_interact_uniref_a3m_2,0.550,2.0
7MRW,uniprot_distance_uniprot_sto_3,0.589,2.0
7ALA,uniprot_distance_uniprot_sto_1,0.008,0.0
7P3Z,species_interact_uniref_a3m_4,0.030,0.0
7EKQ,custom_template_with_alphafold_models_0,0.145,0.0
7NKZ,default_1,0.923,3.0
7MRW,structure_temp_dimer_3,0.009,0.0
7LIV,structure_temp_dimer_4,0.007,0.0
7ALB,sequence_based_template_0,0.008,0.0
7JZY,default_1,0.039,0.0
7D3Y,species_interact_uniref_a3m_1,0.007,0.0
7EEL,string_interact_uniref_a3m_0,0.048,0.0
7ALA,species_interact_uniref_sto_1,0.021,0.0
7F5B,species_interact_uniprot_sto_1,0.008,0.0
7P3Z,ori_temp_pipeline_with_alphafold_models_2,0.042,0.0
7KBR,structure_temp_dimer_a_0,0.918,3.0
7O27,structure_temp_dimer_a_3,0.673,2.0
7AOF,structure_temp_dimer_a_3,0.059,0.0
7NKZ,pdb_interact_uniref_a3m_3,0.753,2.0
7OZN,no_templates_4,0.086,0.0
7D7F,pdb_interact_uniref_a3m_4,0.474,1.0
7OZN,sequence_based_template_4,0.220,0.0
7LIV,species_interact_uniref_sto_0,0.009,0.0
7MJP,custom_template_file_0,0.022,0.0
7EEP,uniprot_distance_uniref_sto_0,0.012,0.0
7AOH,species_interact_uniref_sto_2,0.896,3.0
7ALB,sequence_based_template_4,0.007,0.0
7L2M,ori_template_pipeline_2,0.014,0.0
7EEL,ori_template_pipeline_0,0.030,0.0
7MJP,structure_temp_dimer_a_4,0.014,0.0
7MRW,species_interact_uniprot_sto_2,0.492,2.0
7EEP,custom_template_file_3,0.010,0.0
7MRW,uniclust_oxmatch_a3m_3,0.564,2.0
7JZY,default_0,0.025,0.0
7O28,string_interact_uniprot_sto_1,0.710,2.0
7LXT,sequence_based_template_with_alphafold_3,0.584,2.0
7EKQ,ori_template_pipeline_3,0.079,0.0
7OI7,string_interact_uniprot_sto_4,0.006,0.0
7MRW,string_interact_uniref_a3m_3,0.573,2.0
7LIV,custom_template_with_alphafold_models_2,0.010,0.0
7AOF,default_0,0.069,0.0
7AOF,no_templates_1,0.097,0.0
7ALB,custom_template_with_alphafold_models_3,0.007,0.0
7O27,pdb_interact_uniref_a3m_0,0.743,2.0
7JZY,sequence_based_template_4,0.039,0.0
7OEL,species_interact_uniprot_sto_3,0.732,2.0
7P3Z,sequence_based_template_with_alphafold_0,0.043,0.0
7EEP,no_templates_1,0.012,0.0
7OOP,structure_temp_dimer_3,0.158,0.0
7AP8,no_templates_0,0.070,0.0
7MJP,pdb_interact_uniref_sto_4,0.020,0.0
7L2M,custom_template_file_3,0.017,0.0
7D3Y,sequence_based_template_with_alphafold_1,0.316,1.0
7OI7,string_interact_uniprot_sto_0,0.007,0.0
7OZN,uniprot_distance_uniref_a3m_1,0.010,0.0
7OEL,sequence_based_template_1,0.624,2.0
7JZY,sequence_based_template_with_alphafold_2,0.063,0.0
7MJP,custom_template_with_alphafold_models_0,0.018,0.0
7AP8,default_3,0.020,0.0
7P3Z,uniprot_distance_uniref_sto_4,0.032,0.0
7AP8,pdb_interact_uniprot_sto_4,0.026,0.0
7ALB,custom_template_file_0,0.006,0.0
7LXT,no_templates_1,0.092,0.0
7ALA,species_interact_uniref_sto_0,0.244,1.0
7P3Z,custom_template_file_3,0.031,0.0
7ALA,sequence_based_template_1,0.015,0.0
7F5B,custom_template_with_alphafold_models_2,0.002,0.0
7AOF,species_interact_uniref_sto_1,0.058,0.0
7AOH,custom_template_with_alphafold_models_1,0.701,2.0
7LIV,ori_temp_pipeline_with_alphafold_models_1,0.009,0.0
7NKZ,pdb_interact_uniref_sto_3,0.912,3.0
7AMV,species_interact_uniprot_sto_3,0.870,3.0
7L2M,pdb_interact_uniref_sto_0,0.014,0.0
7AOF,sequence_based_template_with_alphafold_3,0.059,0.0
7O27,structure_temp_dimer_a_0,0.682,2.0
7D7F,structure_temp_dimer_a_3,0.006,0.0
7OOP,string_interact_uniref_sto_4,0.163,0.0
7AOF,uniclust_oxmatch_a3m_1,0.056,0.0
7EEP,sequence_based_template_0,0.008,0.0
7NKZ,string_interact_uniprot_sto_3,0.927,3.0
7AOH,custom_template_file_0,0.933,3.0
7MJP,species_interact_uniref_sto_0,0.025,0.0
7KBR,pdb_interact_uniref_a3m_1,0.948,3.0
7P3Z,ori_temp_pipeline_with_alphafold_models_3,0.039,0.0
7O27,custom_template_with_alphafold_models_2,0.397,1.0
7EEP,ori_temp_pipeline_with_alphafold_models_0,0.008,0.0
7AMV,sequence_based_template_3,0.875,3.0
7OZN,ori_temp_pipeline_with_alphafold_models_3,0.033,0.0
7KBR,no_templates_2,0.822,3.0
7ALB,custom_template_file_1,0.007,0.0
7KBR,structure_temp_dimer_3,0.910,3.0
7O28,pdb_interact_uniprot_sto_0,0.712,2.0
7OI7,custom_template_file_2,0.088,0.0
7L2M,structure_temp_dimer_a_2,0.026,0.0
7ALB,uniprot_distance_uniprot_sto_4,0.008,0.0
7AMV,custom_template_with_alphafold_models_0,0.824,3.0
7MRW,sequence_based_template_with_alphafold_2,0.011,0.0
7OI7,uniprot_distance_uniprot_sto_2,0.012,0.0
7KBR,pdb_interact_uniref_sto_1,0.939,3.0
7KBR,custom_template_with_alphafold_models_4,0.889,3.0
7MJP,sequence_based_template_1,0.021,0.0
7OEL,custom_template_with_alphafold_models_0,0.705,2.0
7P3Z,ori_temp_pipeline_with_alphafold_models_1,0.042,0.0
7D3Y,custom_template_with_alphafold_models_4,0.018,0.0
7ALA,structure_temp_dimer_4,0.024,0.0
7LXT,uniclust_oxmatch_a3m_2,0.582,2.0
7NKZ,uniprot_distance_uniref_sto_4,0.909,3.0
7EKQ,no_templates_3,0.044,0.0
7OZN,structure_temp_dimer_0,0.376,1.0
7O28,species_interact_uniref_sto_4,0.753,2.0
7O27,uniprot_distance_uniprot_sto_0,0.692,2.0
7MRW,custom_template_with_alphafold_models_4,0.011,0.0
7EEP,uniprot_distance_uniref_sto_2,0.007,0.0
7AOF,custom_template_with_alphafold_models_4,0.025,0.0
7OZN,uniprot_distance_uniref_sto_1,0.012,0.0
7LIV,ori_temp_pipeline_with_alphafold_models_3,0.011,0.0
7F5B,uniclust_oxmatch_a3m_0,0.009,0.0
7O28,string_interact_uniref_a3m_1,0.739,2.0
7O28,species_interact_uniref_sto_1,0.735,2.0
7JZY,species_interact_uniref_a3m_2,0.029,0.0
7EKQ,default_0,0.045,0.0
7AP8,uniprot_distance_uniprot_sto_3,0.043,0.0
7AOF,species_interact_uniprot_sto_1,0.063,0.0
7EKQ,custom_template_with_alphafold_models_4,0.148,0.0
7LXT,species_interact_uniref_a3m_0,0.091,0.0
7JZY,custom_template_file_3,0.028,0.0
7O28,pdb_interact_uniprot_sto_4,0.749,2.0
7ALB,string_interact_uniref_sto_2,0.007,0.0
7ALA,string_interact_uniref_sto_2,0.019,0.0
7D7F,pdb_interact_uniref_a3m_3,0.139,0.0
7F5B,structure_temp_dimer_a_3,0.008,0.0
7ALA,structure_temp_dimer_a_0,0.013,0.0
7MJP,pdb_interact_uniref_a3m_2,0.019,0.0
7D3Y,string_interact_uniprot_sto_3,0.029,0.0
7P3Z,pdb_interact_uniref_sto_2,0.032,0.0
7LIV,species_interact_uniprot_sto_1,0.010,0.0
7O27,ori_template_pipeline_1,0.725,2.0
7EEL,species_interact_uniprot_sto_1,0.043,0.0
7LIV,structure_temp_dimer_a_4,0.005,0.0
7EKQ,species_interact_uniref_a3m_0,0.017,0.0
7LXT,pdb_interact_uniprot_sto_2,0.100,0.0
7NKZ,custom_template_with_alphafold_models_1,0.808,3.0
7AOH,ori_temp_pipeline_with_alphafold_models_2,0.716,2.0
7MRW,string_interact_uniref_sto_2,0.609,2.0
7OOP,pdb_interact_uniref_sto_1,0.124,0.0
7L2M,no_templates_3,0.008,0.0
7OI7,string_interact_uniprot_sto_1,0.006,0.0
7ALB,string_interact_uniref_a3m_0,0.006,0.0
7F5B,species_interact_uniprot_sto_0,0.008,0.0
7AP8,species_interact_uniref_sto_0,0.031,0.0
7MRW,uniprot_distance_uniprot_sto_4,0.518,2.0
7MJP,pdb_interact_uniref_a3m_1,0.017,0.0
7ALA,species_interact_uniref_a3m_2,0.009,0.0
7ALB,structure_temp_dimer_4,0.007,0.0
7EEP,custom_template_file_2,0.007,0.0
7MJP,string_interact_uniref_sto_2,0.025,0.0
7LIV,sequence_based_template_1,0.011,0.0
7D7F,pdb_interact_uniref_a3m_0,0.007,0.0
7OEL,string_interact_uniref_a3m_3,0.738,2.0
7LXT,sequence_based_template_1,0.574,2.0
7OEL,ori_template_pipeline_2,0.718,2.0
7OEL,custom_template_file_0,0.696,2.0
7ALA,species_interact_uniref_sto_4,0.017,0.0
7D7F,ori_temp_pipeline_with_alphafold_models_0,0.006,0.0
7AOH,sequence_based_template_with_alphafold_4,0.676,2.0
7OZN,species_interact_uniref_sto_0,0.276,1.0
7F5B,uniprot_distance_uniref_sto_0,0.008,0.0
7LIV,species_interact_uniprot_sto_0,0.009,0.0
7AP8,species_interact_uniprot_sto_3,0.020,0.0
7EEP,custom_template_file_0,0.007,0.0
7D3Y,no_templates_3,0.021,0.0
7MRW,sequence_based_template_0,0.054,0.0
7KBR,uniprot_distance_uniref_sto_1,0.933,3.0
7O28,no_templates_0,0.536,2.0
7LXT,custom_template_with_alphafold_models_2,0.594,2.0
7NKZ,uniprot_distance_uniref_a3m_3,0.773,2.0
7O27,sequence_based_template_with_alphafold_4,0.397,1.0
7MJP,string_interact_uniref_a3m_4,0.013,0.0
7AOH,uniprot_distance_uniref_sto_4,0.907,3.0
7LXT,string_interact_uniref_a3m_1,0.094,0.0
7MJP,pdb_interact_uniprot_sto_0,0.024,0.0
7ALA,default_3,0.015,0.0
7D3Y,structure_temp_dimer_3,0.012,0.0
7NKZ,string_interact_uniref_a3m_3,0.748,2.0
7OEL,species_interact_uniref_sto_0,0.719,2.0
7LXT,uniprot_distance_uniprot_sto_1,0.095,0.0
7F5B,ori_template_pipeline_0,0.009,0.0
7LIV,ori_template_pipeline_1,0.004,0.0
7JZY,custom_template_with_alphafold_models_4,0.082,0.0
7AP8,uniclust_oxmatch_a3m_4,0.058,0.0
7NKZ,custom_template_with_alphafold_models_3,0.817,3.0
7OI7,custom_template_with_alphafold_models_3,0.217,0.0
7D7F,custom_template_with_alphafold_models_0,0.006,0.0
7AOH,uniprot_distance_uniprot_sto_2,0.889,3.0
7MRW,ori_temp_pipeline_with_alphafold_models_3,0.010,0.0
7LXT,species_interact_uniref_sto_3,0.567,2.0
7EEL,default_3,0.039,0.0
7F5B,uniclust_oxmatch_a3m_1,0.009,0.0
7MJP,string_interact_uniref_sto_3,0.027,0.0
7EEP,default_3,0.012,0.0
7F5B,uniprot_distance_uniref_a3m_2,0.010,0.0
7OEL,pdb_interact_uniprot_sto_1,0.721,2.0
7OI7,species_interact_uniref_sto_0,0.006,0.0
7LXT,pdb_interact_uniref_sto_0,0.568,2.0
7NKZ,uniprot_distance_uniprot_sto_2,0.925,3.0
7JZY,species_interact_uniref_a3m_3,0.035,0.0
7MRW,sequence_based_template_1,0.009,0.0
7ALA,string_interact_uniref_sto_3,0.015,0.0
7MRW,sequence_based_template_3,0.012,0.0
7EKQ,species_interact_uniref_a3m_3,0.021,0.0
7O28,sequence_based_template_4,0.738,2.0
7LIV,sequence_based_template_with_alphafold_2,0.010,0.0
7EEP,custom_template_with_alphafold_models_0,0.008,0.0
7ALA,sequence_based_template_4,0.016,0.0
7EEP,ori_template_pipeline_2,0.007,0.0
7OI7,species_interact_uniref_sto_2,0.008,0.0
7JZY,species_interact_uniprot_sto_2,0.026,0.0
7EEP,sequence_based_template_3,0.007,0.0
7KBR,custom_template_with_alphafold_models_2,0.922,3.0
7OOP,uniclust_oxmatch_a3m_1,0.140,0.0
7KBR,uniprot_distance_uniref_a3m_4,0.948,3.0
7OEL,uniprot_distance_uniref_a3m_2,0.740,2.0
7OEL,ori_temp_pipeline_with_alphafold_models_2,0.697,2.0
7O28,uniprot_distance_uniprot_sto_0,0.712,2.0
7OI7,uniprot_distance_uniprot_sto_3,0.019,0.0
7MJP,default_2,0.021,0.0
7NKZ,ori_template_pipeline_2,0.928,3.0
7OZN,string_interact_uniprot_sto_1,0.027,0.0
7F5B,structure_temp_dimer_4,0.007,0.0
7AMV,species_interact_uniprot_sto_4,0.862,3.0
7D7F,string_interact_uniref_sto_1,0.007,0.0
7EEL,species_interact_uniref_a3m_4,0.053,0.0
7O27,uniclust_oxmatch_a3m_4,0.732,2.0
7MRW,custom_template_file_2,0.019,0.0
7EEP,default_4,0.016,0.0
7D3Y,structure_temp_dimer_a_4,0.019,0.0
7JZY,species_interact_uniref_sto_3,0.043,0.0
7EEP,ori_temp_pipeline_with_alphafold_models_2,0.017,0.0
7ALA,string_interact_uniref_sto_0,0.011,0.0
7OI7,sequence_based_template_1,0.086,0.0
7AP8,default_0,0.016,0.0
7OOP,uniclust_oxmatch_a3m_0,0.136,0.0
7LXT,sequence_based_template_with_alphafold_4,0.591,2.0
7AP8,species_interact_uniref_a3m_1,0.063,0.0
7EKQ,default_4,0.031,0.0
7LXT,pdb_interact_uniprot_sto_1,0.127,0.0
7NKZ,default_0,0.929,3.0
7KBR,uniprot_distance_uniref_a3m_0,0.949,3.0
7EEP,sequence_based_template_with_alphafold_3,0.007,0.0
7AOF,structure_temp_dimer_a_2,0.060,0.0
7F5B,uniprot_distance_uniref_sto_4,0.007,0.0
7ALA,pdb_interact_uniref_sto_3,0.011,0.0
7LXT,ori_template_pipeline_1,0.593,2.0
7KBR,string_interact_uniprot_sto_3,0.853,3.0
7OOP,no_templates_1,0.153,0.0
7EEL,species_interact_uniref_sto_1,0.019,0.0
7ALA,species_interact_uniprot_sto_3,0.143,0.0
7KBR,custom_template_file_0,0.974,3.0
7O28,structure_temp_dimer_a_3,0.715,2.0
7L2M,sequence_based_template_with_alphafold_0,0.014,0.0
7MRW,no_templates_3,0.008,0.0
7P3Z,custom_template_with_alphafold_models_4,0.037,0.0
7NKZ,structure_temp_dimer_1,0.936,3.0
7AMV,default_3,0.871,3.0
7LXT,uniprot_distance_uniref_sto_0,0.564,2.0
7ALA,sequence_based_template_with_alphafold_0,0.014,0.0
7P3Z,structure_temp_dimer_2,0.035,0.0
7O28,custom_template_with_alphafold_models_4,0.715,2.0
7OEL,species_interact_uniref_sto_4,0.723,2.0
7OOP,pdb_interact_uniref_sto_0,0.169,0.0
7ALA,sequence_based_template_with_alphafold_4,0.013,0.0
7NKZ,custom_template_file_3,0.919,3.0
7AOH,species_interact_uniprot_sto_4,0.890,3.0
7ALB,no_templates_1,0.006,0.0
7O28,string_interact_uniref_sto_4,0.742,2.0
7MJP,pdb_interact_uniref_sto_0,0.026,0.0
7OOP,custom_template_with_alphafold_models_0,0.116,0.0
7LIV,uniprot_distance_uniref_sto_4,0.005,0.0
7O27,ori_temp_pipeline_with_alphafold_models_1,0.395,1.0
7NKZ,uniprot_distance_uniprot_sto_3,0.920,3.0
7OOP,string_interact_uniref_a3m_0,0.150,0.0
7LXT,uniprot_distance_uniprot_sto_2,0.101,0.0
7ALB,no_templates_4,0.007,0.0
7OOP,string_interact_uniref_sto_0,0.117,0.0
7D3Y,species_interact_uniprot_sto_0,0.011,0.0
7NKZ,species_interact_uniprot_sto_0,0.935,3.0
7O28,string_interact_uniprot_sto_4,0.741,2.0
7JZY,no_templates_0,0.037,0.0
7F5B,species_interact_uniprot_sto_3,0.008,0.0
7EKQ,sequence_based_template_with_alphafold_3,0.148,0.0
7ALB,uniprot_distance_uniprot_sto_0,0.006,0.0
7ALA,custom_template_with_alphafold_models_1,0.025,0.0
7OI7,custom_template_with_alphafold_models_4,0.008,0.0
7O28,ori_template_pipeline_1,0.740,2.0
7L2M,no_templates_2,0.009,0.0
7D3Y,ori_template_pipeline_4,0.044,0.0
7MRW,ori_template_pipeline_1,0.585,2.0
7AP8,ori_temp_pipeline_with_alphafold_models_4,0.015,0.0
7AP8,uniprot_distance_uniprot_sto_2,0.036,0.0
7AOF,custom_template_file_3,0.071,0.0
7L2M,sequence_based_template_2,0.009,0.0
7JZY,structure_temp_dimer_a_4,0.080,0.0
7MJP,sequence_based_template_2,0.018,0.0
7D7F,no_templates_1,0.016,0.0
7OZN,default_3,0.012,0.0
7EKQ,species_interact_uniprot_sto_1,0.046,0.0
7ALA,custom_template_with_alphafold_models_4,0.013,0.0
7F5B,string_interact_uniref_sto_2,0.008,0.0
7OZN,sequence_based_template_0,0.500,2.0
7AMV,custom_template_with_alphafold_models_3,0.823,3.0
7MJP,ori_template_pipeline_2,0.025,0.0
7OEL,sequence_based_template_with_alphafold_3,0.696,2.0
7OI7,ori_template_pipeline_2,0.086,0.0
7D7F,species_interact_uniprot_sto_2,0.011,0.0
7LXT,uniprot_distance_uniref_a3m_3,0.090,0.0
7JZY,species_interact_uniprot_sto_0,0.019,0.0
7EEP,sequence_based_template_with_alphafold_4,0.007,0.0
7OEL,uniprot_distance_uniref_sto_4,0.733,2.0
7AP8,structure_temp_dimer_0,0.014,0.0
7NKZ,custom_template_file_0,0.927,3.0
7OZN,custom_template_with_alphafold_models_1,0.011,0.0
7KBR,pdb_interact_uniref_sto_3,0.910,3.0
7AOH,default_1,0.889,3.0
7MJP,ori_temp_pipeline_with_alphafold_models_4,0.014,0.0
7LXT,sequence_based_template_with_alphafold_2,0.594,2.0
7ALB,pdb_interact_uniref_sto_4,0.008,0.0
7O28,species_interact_uniprot_sto_3,0.741,2.0
7MJP,uniprot_distance_uniprot_sto_3,0.020,0.0
7AOH,species_interact_uniref_sto_4,0.889,3.0
7O28,default_4,0.726,2.0
7OEL,structure_temp_dimer_3,0.705,2.0
7OZN,species_interact_uniref_a3m_1,0.011,0.0
7JZY,structure_temp_dimer_a_3,0.082,0.0
7EEL,ori_template_pipeline_1,0.028,0.0
7O27,pdb_interact_uniref_a3m_3,0.756,2.0
7NKZ,pdb_interact_uniref_a3m_2,0.752,2.0
7EKQ,species_interact_uniref_sto_1,0.037,0.0
7MJP,string_interact_uniprot_sto_0,0.024,0.0
7OZN,sequence_based_template_with_alphafold_3,0.011,0.0
7KBR,pdb_interact_uniref_sto_4,0.925,3.0
7O28,structure_temp_dimer_a_1,0.709,2.0
7AOH,custom_template_file_4,0.931,3.0
7ALB,structure_temp_dimer_a_4,0.007,0.0
7LIV,sequence_based_template_4,0.007,0.0
7AP8,default_2,0.012,0.0
7ALA,sequence_based_template_with_alphafold_3,0.019,0.0
7OZN,pdb_interact_uniref_sto_2,0.016,0.0
7AOH,species_interact_uniprot_sto_3,0.905,3.0
7L2M,sequence_based_template_with_alphafold_1,0.015,0.0
7AOF,uniprot_distance_uniprot_sto_2,0.045,0.0
7D7F,custom_template_file_3,0.007,0.0
7MRW,no_templates_1,0.072,0.0
7OZN,uniclust_oxmatch_a3m_2,0.011,0.0
7F5B,uniprot_distance_uniprot_sto_2,0.002,0.0
7OOP,no_templates_3,0.103,0.0
7EEL,custom_template_with_alphafold_models_2,0.013,0.0
7MJP,species_interact_uniref_a3m_1,0.055,0.0
7O27,species_interact_uniprot_sto_3,0.736,2.0
7EEL,custom_template_with_alphafold_models_4,0.014,0.0
7OI7,sequence_based_template_4,0.018,0.0
7AP8,no_templates_1,0.026,0.0
7ALB,sequence_based_template_1,0.006,0.0
7D3Y,species_interact_uniref_sto_1,0.339,1.0
7L2M,structure_temp_dimer_4,0.014,0.0
7D7F,structure_temp_dimer_a_1,0.006,0.0
7EEP,uniprot_distance_uniprot_sto_4,0.009,0.0
7AP8,species_interact_uniref_sto_1,0.015,0.0
7NKZ,string_interact_uniprot_sto_2,0.929,3.0
7LIV,ori_temp_pipeline_with_alphafold_models_4,0.005,0.0
7KBR,uniprot_distance_uniprot_sto_3,0.885,3.0
7O27,uniprot_distance_uniref_a3m_4,0.741,2.0
7OZN,no_templates_3,0.023,0.0
7F5B,uniprot_distance_uniref_a3m_1,0.009,0.0
7EKQ,species_interact_uniref_a3m_2,0.021,0.0
7EKQ,uniclust_oxmatch_a3m_1,0.024,0.0
7AMV,species_interact_uniref_sto_0,0.873,3.0
7EKQ,species_interact_uniref_sto_2,0.043,0.0
7NKZ,string_interact_uniref_sto_3,0.923,3.0
7OZN,ori_temp_pipeline_with_alphafold_models_1,0.011,0.0
7LXT,ori_temp_pipeline_with_alphafold_models_1,0.592,2.0
7AMV,custom_template_file_4,0.883,3.0
7AMV,pdb_interact_uniprot_sto_0,0.873,3.0
7OEL,sequence_based_template_2,0.608,2.0
7O27,no_templates_2,0.443,1.0
7LIV,sequence_based_template_with_alphafold_4,0.005,0.0
7P3Z,species_interact_uniref_sto_3,0.030,0.0
7P3Z,custom_template_file_2,0.035,0.0
7AOF,structure_temp_dimer_a_1,0.094,0.0
7P3Z,species_interact_uniprot_sto_0,0.037,0.0
7MJP,pdb_interact_uniref_sto_3,0.019,0.0
7EEL,species_interact_uniref_sto_2,0.015,0.0
7EKQ,species_interact_uniprot_sto_3,0.065,0.0
7AP8,uniclust_oxmatch_a3m_1,0.038,0.0
7P3Z,species_interact_uniref_sto_2,0.027,0.0
7O27,custom_template_file_4,0.468,1.0
7AOH,structure_temp_dimer_0,0.928,3.0
7O28,pdb_interact_uniref_a3m_4,0.755,2.0
7L2M,ori_template_pipeline_4,0.011,0.0
7OZN,string_interact_uniprot_sto_3,0.023,0.0
7D3Y,species_interact_uniprot_sto_3,0.018,0.0
7NKZ,ori_template_pipeline_0,0.928,3.0
7AP8,custom_template_file_4,0.012,0.0
7NKZ,pdb_interact_uniref_sto_1,0.923,3.0
7P3Z,structure_temp_dimer_a_1,0.042,0.0
7MJP,no_templates_0,0.019,0.0
7MJP,pdb_interact_uniref_sto_2,0.021,0.0
7LXT,species_interact_uniref_sto_2,0.565,2.0
7D3Y,default_4,0.325,1.0
7KBR,pdb_interact_uniprot_sto_1,0.874,3.0
7AMV,structure_temp_dimer_a_3,0.823,3.0
7OOP,custom_template_file_0,0.123,0.0
7LIV,species_interact_uniref_a3m_4,0.005,0.0
7P3Z,string_interact_uniref_sto_4,0.031,0.0
7P3Z,ori_template_pipeline_2,0.034,0.0
7OOP,string_interact_uniref_a3m_2,0.142,0.0
7OOP,species_interact_uniref_a3m_2,0.141,0.0
7NKZ,pdb_interact_uniref_a3m_4,0.817,3.0
7L2M,default_1,0.015,0.0
7OEL,no_templates_0,0.570,2.0
7OZN,species_interact_uniref_sto_4,0.021,0.0
7MRW,string_interact_uniref_sto_0,0.585,2.0
7P3Z,pdb_interact_uniref_sto_3,0.029,0.0
7F5B,custom_template_with_alphafold_models_4,0.009,0.0
7OZN,string_interact_uniref_a3m_3,0.011,0.0
7LIV,ori_temp_pipeline_with_alphafold_models_0,0.008,0.0
7EKQ,pdb_interact_uniref_a3m_1,0.022,0.0
7AMV,sequence_based_template_with_alphafold_2,0.819,3.0
7LXT,custom_template_file_3,0.606,2.0
7OZN,ori_template_pipeline_3,0.016,0.0
7MRW,species_interact_uniref_sto_3,0.506,2.0
7EEP,structure_temp_dimer_3,0.010,0.0
7ALA,pdb_interact_uniprot_sto_3,0.017,0.0
7AP8,species_interact_uniref_a3m_2,0.014,0.0
7D7F,uniprot_distance_uniref_sto_1,0.014,0.0
7AMV,uniclust_oxmatch_a3m_0,0.878,3.0
7AOF,custom_template_file_1,0.064,0.0
7KBR,string_interact_uniprot_sto_2,0.878,3.0
7EEL,species_interact_uniprot_sto_0,0.024,0.0
7AMV,uniclust_oxmatch_a3m_3,0.874,3.0
7AMV,no_templates_2,0.640,2.0
7OEL,pdb_interact_uniref_a3m_4,0.743,2.0
